application_date,business_age,annual_revenue,credit_score,loan_amount,existing_debt,debt_to_income_ratio,loan_to_income_ratio,default_probability,default,industry
2024-07-24,12.0,1775868,739.0,416019,182323,0.1,0.23,0.156,0,Manufacturing
2024-07-25,12.0,1873797,834.0,179529,186123,0.1,0.1,0.163,0,Services
2024-07-26,14.0,510273,827.0,197240,190334,0.37,0.39,0.311,0,Other
2024-07-27,12.0,939614,732.0,472596,231402,0.25,0.5,0.292,1,Retail
2024-07-28,5.0,1537700,564.0,116074,59620,0.04,0.08,0.21,0,Services
2024-07-29,14.0,807156,715.0,193808,263447,0.33,0.24,0.373,1,Retail
2024-07-30,12.0,1665181,530.0,486578,15797,0.01,0.29,0.463,1,Other
2024-07-31,8.0,702844,568.0,247777,160510,0.23,0.35,0.262,1,Services
2024-08-01,11.0,519968,702.0,223690,162246,0.31,0.43,0.392,1,Services
2024-08-02,7.0,72622,738.0,279850,44077,0.61,3.85,1.0,1,Other
2024-08-03,8.0,1495231,830.0,309170,51471,0.03,0.21,0.103,0,Services
2024-08-04,14.0,421000,667.0,255519,271545,0.64,0.61,0.407,1,Manufacturing
2024-08-05,2.0,862467,526.0,340799,183680,0.21,0.4,0.585,1,Retail
2024-08-06,5.0,607843,599.0,139771,73092,0.12,0.23,0.339,1,Manufacturing
2024-08-07,13.0,1475831,811.0,112645,95573,0.06,0.08,0.0,0,Other
2024-08-08,4.0,1751032,679.0,113165,173368,0.1,0.06,0.295,0,Manufacturing
2024-08-09,10.0,1478711,642.0,310907,167474,0.11,0.21,0.244,1,Other
2024-08-10,19.0,551513,612.0,427533,146361,0.27,0.78,0.594,1,Services
2024-08-11,8.0,166308,635.0,323159,90193,0.54,1.94,0.786,1,Manufacturing
2024-08-12,10.0,1513476,541.0,102571,225752,0.15,0.07,0.289,1,Services
2024-08-13,5.0,1353566,657.0,48478,103837,0.08,0.04,0.262,0,Retail
2024-08-14,17.0,1023689,638.0,189621,136480,0.13,0.19,0.257,0,Manufacturing
2024-08-15,15.0,379531,787.0,117219,259010,0.68,0.31,0.234,0,Manufacturing
2024-08-16,6.0,1474504,531.0,463664,217439,0.15,0.31,0.479,1,Retail
2024-08-17,17.0,756157,686.0,372241,94515,0.12,0.49,0.326,1,Manufacturing
2024-08-18,5.0,576241,790.0,355894,289577,0.5,0.62,0.224,1,Other
2024-08-19,18.0,568313,695.0,260642,195505,0.34,0.46,0.455,1,Manufacturing
2024-08-20,10.0,1742367,822.0,304524,204607,0.12,0.17,0.0,0,Services
2024-08-21,12.0,1278671,780.0,50058,247148,0.19,0.04,0.037,0,Services
2024-08-22,12.0,1215009,545.0,284363,193487,0.16,0.23,0.39,1,Manufacturing
2024-08-23,17.0,566177,846.0,182564,199719,0.35,0.32,0.0,0,Retail
2024-08-24,15.0,1046647,697.0,146042,20007,0.02,0.14,0.267,1,Other
2024-08-25,6.0,700613,743.0,146420,221030,0.32,0.21,0.297,1,Other
2024-08-26,7.0,670737,634.0,367516,263505,0.39,0.55,0.698,1,Retail
2024-08-27,2.0,1717375,581.0,314154,20959,0.01,0.18,0.254,1,Retail
2024-08-28,11.0,293560,690.0,92435,21374,0.07,0.31,0.224,0,Services
2024-08-29,2.0,1185761,637.0,162328,82741,0.07,0.14,0.308,0,Manufacturing
2024-08-30,8.0,1621657,695.0,417735,122437,0.08,0.26,0.135,0,Other
2024-08-31,14.0,150857,704.0,165788,85666,0.57,1.1,0.661,1,Manufacturing
2024-09-01,11.0,623406,741.0,484646,3497,0.01,0.78,0.353,0,Services
2024-09-02,2.0,1151008,524.0,288872,91945,0.08,0.25,0.413,1,Manufacturing
2024-09-03,7.0,1740222,599.0,59343,190591,0.11,0.03,0.253,1,Services
2024-09-04,11.0,361812,729.0,194500,131277,0.36,0.54,0.331,0,Manufacturing
2024-09-05,2.0,1871180,612.0,428584,140541,0.08,0.23,0.455,1,Manufacturing
2024-09-06,2.0,1815212,609.0,215421,100294,0.06,0.12,0.22,0,Retail
2024-09-07,13.0,704665,686.0,23466,145212,0.21,0.03,0.085,0,Services
2024-09-08,14.0,1283924,645.0,333117,232298,0.18,0.26,0.142,0,Other
2024-09-09,6.0,1322482,831.0,434724,239957,0.18,0.33,0.061,0,Manufacturing
2024-09-10,17.0,1732875,536.0,109121,50223,0.03,0.06,0.115,0,Services
2024-09-11,11.0,1934939,586.0,224975,64829,0.03,0.12,0.188,0,Manufacturing
2024-09-12,13.0,1242112,838.0,181660,110791,0.09,0.15,0.0,0,Services
2024-09-13,17.0,1181749,665.0,496632,25723,0.02,0.42,0.291,1,Retail
2024-09-14,1.0,1948266,773.0,157172,186908,0.1,0.08,0.16,0,Services
2024-09-15,16.0,1116816,744.0,242470,81357,0.07,0.22,0.159,0,Manufacturing
2024-09-16,8.0,1273138,831.0,405058,256486,0.2,0.32,0.0,0,Services
2024-09-17,6.0,1068967,572.0,337115,152596,0.14,0.32,0.378,1,Manufacturing
2024-09-18,11.0,1352851,672.0,490712,38957,0.03,0.36,0.234,0,Services
2024-09-19,19.0,715794,682.0,277991,77114,0.11,0.39,0.308,0,Other
2024-09-20,6.0,1077805,741.0,313869,125442,0.12,0.29,0.144,0,Manufacturing
2024-09-21,,1594322,607.0,388512,185023,0.12,0.24,0.389,1,Retail
2024-09-22,9.0,118107,505.0,48920,40341,0.34,0.41,0.413,1,Services
2024-09-23,1.0,1054399,640.0,98644,54398,0.05,0.09,0.193,0,Manufacturing
2024-09-24,15.0,1630516,544.0,360328,249472,0.15,0.22,0.265,0,Services
2024-09-25,2.0,1831405,513.0,58433,51587,0.03,0.03,0.46,0,Manufacturing
2024-09-26,12.0,287763,622.0,215270,162644,0.57,0.75,0.537,1,Services
2024-09-27,15.0,1368269,715.0,448512,159017,0.12,0.33,0.127,0,Other
2024-09-28,19.0,462382,760.0,256000,288844,0.62,0.55,0.406,1,Retail
2024-09-29,11.0,1453670,810.0,357262,284178,0.2,0.25,0.035,0,Services
2024-09-30,3.0,1377898,834.0,74896,71388,0.05,0.05,0.0,0,Manufacturing
2024-10-01,9.0,444272,697.0,196427,243252,0.55,0.44,0.268,0,Services
2024-10-02,19.0,157572,651.0,134822,213314,1.35,0.86,0.801,1,Other
2024-10-03,7.0,1351193,706.0,173297,139568,0.1,0.13,0.218,1,Other
2024-10-04,5.0,903545,736.0,382432,260384,0.29,0.42,0.243,0,Services
2024-10-05,3.0,1919926,675.0,154127,132571,0.07,0.08,0.316,1,Manufacturing
2024-10-06,14.0,797630,550.0,494958,201355,0.25,0.62,0.394,1,Services
2024-10-07,15.0,1505479,648.0,65848,75088,0.05,0.04,0.292,0,Other
2024-10-08,11.0,1598667,847.0,128019,24352,0.02,0.08,0.0,0,Retail
2024-10-09,13.0,1316970,828.0,244111,77890,0.06,0.19,0.145,0,Manufacturing
2024-10-10,10.0,1412813,517.0,212600,90835,0.06,0.15,0.308,1,Retail
2024-10-11,2.0,1771163,613.0,456352,120550,0.07,0.26,0.198,0,Other
2024-10-12,12.0,171815,802.0,460499,193846,1.13,2.68,0.788,1,Services
2024-10-13,1.0,1796023,825.0,166624,272760,0.15,0.09,0.268,0,Retail
2024-10-14,17.0,452476,704.0,427738,70090,0.15,0.95,0.377,1,Retail
2024-10-15,7.0,195455,500.0,343083,48534,0.25,1.76,0.507,1,Other
2024-10-16,15.0,1346066,819.0,250321,202786,0.15,0.19,0.15,0,Retail
2024-10-17,14.0,296570,635.0,430396,214574,0.72,1.45,0.536,1,Services
2024-10-18,8.0,1289356,829.0,19473,97448,0.08,0.02,0.011,1,Services
2024-10-19,5.0,1419631,700.0,226137,130530,0.09,0.16,0.091,1,Manufacturing
2024-10-20,11.0,1499882,747.0,451590,40543,0.03,0.3,0.144,0,Manufacturing
2024-10-21,13.0,1603196,579.0,99925,178607,0.11,0.06,0.253,1,Services
2024-10-22,15.0,643317,541.0,235152,72829,0.11,0.37,0.461,1,Manufacturing
2024-10-23,6.0,266564,669.0,309602,127134,0.48,1.16,0.655,1,Retail
2024-10-24,17.0,817769,845.0,475563,142554,0.17,0.58,0.045,0,Services
2024-10-25,8.0,1375041,669.0,335553,97460,0.07,0.24,0.257,1,Other
2024-10-26,3.0,212954,747.0,167589,16121,0.08,0.79,0.207,1,Other
2024-10-27,10.0,831161,584.0,324995,132765,0.16,0.39,0.407,1,Retail
2024-10-28,16.0,136454,799.0,233351,222702,1.63,1.71,1.0,1,Services
2024-10-29,19.0,1770412,597.0,55601,222214,0.13,0.03,0.35,0,Services
2024-10-30,4.0,892327,809.0,403728,225180,0.25,0.45,0.167,0,Other
2024-10-31,2.0,633229,580.0,258937,8764,0.01,0.41,0.347,0,Retail
2024-11-01,19.0,1613747,657.0,395860,59526,0.04,0.25,0.053,0,Other
2024-11-02,18.0,934503,502.0,248863,288269,0.31,0.27,0.242,0,Retail
2024-11-03,15.0,1231717,646.0,485518,289440,0.23,0.39,0.35,1,Other
2024-11-04,11.0,1644431,645.0,425981,206876,0.13,0.26,0.148,1,Manufacturing
2024-11-05,12.0,385153,595.0,91031,21944,0.06,0.24,0.187,0,Manufacturing
2024-11-06,16.0,1685065,582.0,375694,19058,0.01,0.22,0.352,0,Retail
2024-11-07,19.0,1507136,718.0,464106,27027,0.02,0.31,0.275,0,Retail
2024-11-08,5.0,1227430,797.0,476515,170381,0.14,0.39,0.012,0,Manufacturing
2024-11-09,3.0,411010,757.0,269178,151020,0.37,0.65,0.273,1,Services
2024-11-10,15.0,1488853,634.0,63641,150739,0.1,0.04,0.234,0,Manufacturing
2024-11-11,8.0,951991,692.0,443804,164370,0.17,0.47,0.376,0,Other
2024-11-12,16.0,138546,567.0,151291,295357,2.13,1.09,0.944,1,Retail
2024-11-13,15.0,855927,654.0,151076,122276,0.14,0.18,0.316,1,Services
2024-11-14,11.0,391106,794.0,252550,232032,0.59,0.65,0.407,1,Services
2024-11-15,14.0,335752,799.0,17100,63755,0.19,0.05,0.194,0,Other
2024-11-16,6.0,112266,662.0,63041,34359,0.31,0.56,0.47,1,Retail
2024-11-17,4.0,1990410,777.0,206620,200442,0.1,0.1,0.228,1,Services
2024-11-18,11.0,611905,592.0,108101,292282,0.48,0.18,0.392,1,Other
2024-11-19,19.0,1234347,657.0,229389,119271,0.1,0.19,0.172,1,Retail
2024-11-20,2.0,1591958,507.0,285334,245719,0.15,0.18,0.218,1,Other
2024-11-21,18.0,959840,610.0,261776,141401,0.15,0.27,0.254,0,Retail
2024-11-22,19.0,1148569,574.0,438556,30149,0.03,0.38,0.455,1,Manufacturing
2024-11-23,14.0,1723714,793.0,132398,116064,0.07,0.08,0.104,0,Manufacturing
2024-11-24,13.0,973931,634.0,461486,234995,0.24,0.47,0.391,1,Retail
2024-11-25,18.0,1161613,642.0,356740,77572,0.07,0.31,0.247,0,Retail
2024-11-26,18.0,470281,595.0,28540,269943,0.57,0.06,0.288,0,Manufacturing
2024-11-27,19.0,645040,733.0,391116,103162,0.16,0.61,0.168,0,Retail
2024-11-28,13.0,896127,645.0,268485,281972,0.31,0.3,0.331,0,Other
2024-11-29,5.0,1499648,721.0,209498,295920,0.2,0.14,0.219,0,Services
2024-11-30,10.0,1372314,581.0,360698,155651,0.11,0.26,0.305,1,Manufacturing
2024-12-01,11.0,1733343,507.0,224233,16948,0.01,0.13,0.59,1,Services
2024-12-02,12.0,1402637,516.0,339917,133990,0.1,0.24,0.345,1,Services
2024-12-03,12.0,1565846,539.0,100202,16968,0.01,0.06,0.201,0,Services
2024-12-04,2.0,1740213,725.0,341534,18912,0.01,0.2,0.304,1,Services
2024-12-05,15.0,916802,613.0,279472,26922,0.03,0.3,0.135,0,Other
2024-12-06,11.0,808771,723.0,180510,2748,0.0,0.22,0.186,0,Other
2024-12-07,4.0,716076,516.0,496203,253747,0.35,0.69,0.828,1,Retail
2024-12-08,4.0,530633,513.0,493223,242523,0.46,0.93,0.681,1,Retail
2024-12-09,7.0,1707191,669.0,159337,94932,0.06,0.09,0.243,0,Services
2024-12-10,12.0,1628182,830.0,332318,115038,0.07,0.2,0.068,0,Retail
2024-12-11,14.0,520208,610.0,208434,145837,0.28,0.4,0.333,1,Services
2024-12-12,4.0,1138516,762.0,305512,276955,0.24,0.27,0.182,0,Retail
2024-12-13,17.0,1451026,775.0,182149,298134,0.21,0.13,0.0,0,Retail
2024-12-14,19.0,713452,539.0,70551,37762,0.05,0.1,0.102,0,Other
2024-12-15,19.0,1764965,657.0,187255,89432,0.05,0.11,0.0,0,Manufacturing
2024-12-16,10.0,648498,723.0,332837,94916,0.15,0.51,0.262,0,Other
2024-12-17,10.0,889393,710.0,189381,185163,0.21,0.21,0.194,1,Services
2024-12-18,11.0,276020,668.0,17958,68263,0.25,0.07,0.334,1,Manufacturing
2024-12-19,10.0,1970966,562.0,55013,25296,0.01,0.03,0.344,1,Retail
2024-12-20,18.0,1044287,829.0,179778,297918,0.29,0.17,0.037,0,Services
2024-12-21,5.0,1370770,757.0,308359,253120,0.18,0.22,0.278,1,Other
2024-12-22,5.0,196233,594.0,254674,239151,1.22,1.3,0.706,1,Other
2024-12-23,3.0,754683,824.0,276564,144939,0.19,0.37,0.187,1,Other
2024-12-24,12.0,1031070,815.0,24283,94834,0.09,0.02,0.13,0,Other
2024-12-25,17.0,1295938,795.0,476676,65000,0.05,0.37,0.157,0,Retail
2024-12-26,15.0,1006577,506.0,346770,10325,0.01,0.34,0.471,1,Manufacturing
2024-12-27,16.0,302857,,424243,143916,0.48,1.4,0.57,1,Services
2024-12-28,3.0,116289,665.0,348416,112073,0.96,3.0,1.0,1,Other
2024-12-29,18.0,463021,692.0,18831,60497,0.13,0.04,0.169,1,Other
2024-12-30,12.0,1181811,643.0,47754,91760,0.08,0.04,0.201,1,Manufacturing
2024-12-31,14.0,1694999,791.0,276059,245536,0.14,0.16,0.299,1,Other
2025-01-01,2.0,1256805,568.0,79161,114649,0.09,0.06,0.402,1,Retail
2025-01-02,8.0,1926228,728.0,220905,173557,0.09,0.11,0.148,0,Other
2025-01-03,19.0,1226738,543.0,447168,260841,0.21,0.36,0.362,1,Retail
2025-01-04,14.0,1232683,580.0,199523,82760,0.07,0.16,0.288,1,Manufacturing
2025-01-05,15.0,92225,531.0,446664,278739,3.02,4.84,1.0,1,Retail
2025-01-06,7.0,1785899,631.0,202583,76004,0.04,0.11,0.168,0,Other
2025-01-07,18.0,1114978,776.0,290868,255214,0.23,0.26,0.219,0,Services
2025-01-08,3.0,571744,716.0,146283,250972,0.44,0.26,0.351,1,Services
2025-01-09,8.0,130639,660.0,172335,201800,1.54,1.32,0.846,1,Manufacturing
2025-01-10,8.0,1057292,536.0,252352,55243,0.05,0.24,0.315,0,Retail
2025-01-11,5.0,343856,777.0,133693,51945,0.15,0.39,0.181,0,Services
2025-01-12,14.0,841168,547.0,329693,204901,0.24,0.39,0.59,1,Other
2025-01-13,7.0,273319,801.0,252586,261873,0.96,0.92,0.466,1,Manufacturing
2025-01-14,2.0,705083,596.0,267214,9476,0.01,0.38,0.402,1,Other
2025-01-15,3.0,813032,758.0,374597,66903,0.08,0.46,0.242,0,Services
2025-01-16,15.0,784252,571.0,302322,160670,0.2,0.39,0.382,1,Retail
2025-01-17,5.0,736380,829.0,174705,259951,0.35,0.24,0.0,0,Other
2025-01-18,7.0,660230,526.0,480815,52747,0.08,0.73,0.593,1,Retail
2025-01-19,17.0,255874,847.0,202797,289511,1.13,0.79,0.37,1,Other
2025-01-20,9.0,763687,590.0,494905,101081,0.13,0.65,0.336,1,Services
2025-01-21,19.0,474528,775.0,79161,42934,0.09,0.17,0.081,0,Services
2025-01-22,8.0,1672106,705.0,129378,117342,0.07,0.08,0.244,0,Retail
2025-01-23,14.0,1442211,699.0,328123,292825,0.2,0.23,0.179,0,Other
2025-01-24,19.0,725077,573.0,126809,268894,0.37,0.17,0.401,1,Retail
2025-01-25,7.0,1234918,793.0,137008,258122,0.21,0.11,0.206,1,Services
2025-01-26,11.0,1939999,824.0,111358,55671,0.03,0.06,0.217,1,Other
2025-01-27,19.0,806554,717.0,454168,11046,0.01,0.56,0.221,1,Other
2025-01-28,13.0,845722,723.0,71816,34435,0.04,0.08,0.0,0,Services
2025-01-29,1.0,507809,515.0,42288,47833,0.09,0.08,0.4,1,Manufacturing
2025-01-30,15.0,1682420,807.0,206902,119753,0.07,0.12,0.0,0,Retail
2025-01-31,7.0,377773,597.0,261414,181155,0.48,0.69,0.45,1,Manufacturing
2025-02-01,16.0,648719,612.0,54925,211518,0.33,0.08,0.326,0,Manufacturing
2025-02-02,1.0,564164,768.0,309292,4816,0.01,0.55,0.185,0,Services
2025-02-03,15.0,252598,612.0,167585,10098,0.04,0.66,0.37,0,Services
2025-02-04,15.0,737573,829.0,123579,130192,0.18,0.17,0.0,0,Manufacturing
2025-02-05,11.0,1454915,565.0,101219,225738,0.16,0.07,0.184,1,Manufacturing
2025-02-06,10.0,1480156,655.0,265922,172468,0.12,0.18,0.246,1,Manufacturing
2025-02-07,16.0,1175248,602.0,329049,235883,0.2,0.28,0.492,1,Manufacturing
2025-02-08,12.0,834752,766.0,491300,220350,0.26,0.59,0.264,0,Manufacturing
2025-02-09,1.0,792576,733.0,215576,197770,0.25,0.27,0.352,1,Other
2025-02-10,6.0,1295224,752.0,145613,73610,0.06,0.11,0.063,0,Other
2025-02-11,15.0,119893,550.0,416493,147293,1.23,3.47,1.0,1,Other
2025-02-12,8.0,664777,539.0,374095,232945,0.35,0.56,0.638,1,Services
2025-02-13,17.0,1339522,829.0,292762,281025,0.21,0.22,0.0,0,Other
2025-02-14,14.0,856343,649.0,365950,72267,0.08,0.43,0.251,0,Other
2025-02-15,9.0,100100,791.0,499612,149019,1.49,4.99,1.0,1,Services
2025-02-16,11.0,540843,646.0,300009,61902,0.11,0.55,0.375,1,Services
2025-02-17,6.0,130315,838.0,298590,46343,0.36,2.29,0.651,1,Retail
2025-02-18,16.0,1203849,559.0,305937,53990,0.04,0.25,0.15,1,Retail
2025-02-19,6.0,965010,844.0,348233,60130,0.06,0.36,0.055,0,Manufacturing
2025-02-20,12.0,1803037,581.0,224598,78261,0.04,0.12,0.334,1,Manufacturing
2025-02-21,16.0,1272746,604.0,38420,230072,0.18,0.03,0.379,0,Services
2025-02-22,2.0,1088855,717.0,11775,238468,0.22,0.01,0.231,0,Other
2025-02-23,9.0,128455,744.0,332433,186290,1.45,2.59,1.0,1,Manufacturing
2025-02-24,19.0,219675,662.0,219232,267977,1.22,1.0,0.774,1,Retail
2025-02-25,17.0,1964662,525.0,273187,273686,0.14,0.14,0.253,0,Retail
2025-02-26,18.0,1729205,546.0,310642,168014,0.1,0.18,0.355,0,Other
2025-02-27,1.0,1243453,759.0,210272,294101,0.24,0.17,0.121,1,Manufacturing
2025-02-28,13.0,680802,590.0,188101,120873,0.18,0.28,0.281,1,Other
2025-03-01,1.0,1159066,657.0,316341,276570,0.24,0.27,0.305,0,Manufacturing
2025-03-02,17.0,400129,656.0,486552,118446,0.3,1.22,0.372,1,Retail
2025-03-03,1.0,1354085,636.0,158820,90493,0.07,0.12,0.124,0,Retail
2025-03-04,15.0,775384,688.0,99773,276775,0.36,0.13,0.204,0,Services
2025-03-05,16.0,371490,556.0,467784,278160,0.75,1.26,0.815,1,Other
2025-03-06,9.0,555085,713.0,218203,75747,0.14,0.39,0.0,0,Other
2025-03-07,9.0,987299,551.0,121184,286171,0.29,0.12,0.531,1,Services
2025-03-08,11.0,527831,637.0,367220,217647,0.41,0.7,0.52,1,Services
2025-03-09,1.0,209748,753.0,399017,209625,1.0,1.9,0.718,1,Services
2025-03-10,15.0,1488072,831.0,176353,5681,0.0,0.12,0.083,1,Retail
2025-03-11,14.0,617025,624.0,422837,278309,0.45,0.69,0.426,1,Retail
2025-03-12,5.0,1297531,540.0,478081,94951,0.07,0.37,0.382,1,Retail
2025-03-13,13.0,1578679,830.0,33066,289747,0.18,0.02,0.154,0,Services
2025-03-14,8.0,889635,806.0,82068,177921,0.2,0.09,0.151,1,Services
2025-03-15,11.0,114535,713.0,223955,256076,2.24,1.96,1.0,1,Other
2025-03-16,3.0,1595634,640.0,34293,147166,0.09,0.02,0.188,1,Services
2025-03-17,6.0,1710489,531.0,338287,5856,0.0,0.2,0.406,1,Other
2025-03-18,12.0,862215,789.0,407171,148637,0.17,0.47,0.172,0,Services
2025-03-19,12.0,1186750,843.0,390527,206031,0.17,0.33,0.0,0,Manufacturing
2025-03-20,2.0,1376564,734.0,279463,18759,0.01,0.2,0.109,0,Other
2025-03-21,11.0,1565098,813.0,381494,123714,0.08,0.24,0.103,0,Services
2025-03-22,19.0,1899552,678.0,466373,71547,0.04,0.25,0.167,0,Manufacturing
2025-03-23,12.0,1904784,518.0,95458,94476,0.05,0.05,0.446,1,Services
2025-03-24,19.0,755881,580.0,270597,175287,0.23,0.36,0.377,0,Services
2025-03-25,11.0,1908621,596.0,189073,70122,0.04,0.1,0.497,1,Retail
2025-03-26,8.0,1225176,710.0,60230,246783,0.2,0.05,0.262,1,Retail
2025-03-27,3.0,697293,664.0,308797,83080,0.12,0.44,0.229,0,Retail
2025-03-28,12.0,1092335,795.0,395288,285541,0.26,0.36,0.083,0,Services
2025-03-29,14.0,1029675,704.0,369948,233788,0.23,0.36,0.27,0,Manufacturing
2025-03-30,19.0,401095,695.0,147162,187569,0.47,0.37,0.255,1,Other
2025-03-31,1.0,64979,826.0,393301,125690,1.93,6.05,1.0,1,Manufacturing
2025-04-01,15.0,1321844,641.0,401125,136615,0.1,0.3,0.159,0,Services
2025-04-02,1.0,1474756,685.0,242695,183484,0.12,0.16,0.22,0,Services
2025-04-03,5.0,1627955,722.0,458915,56165,0.03,0.28,0.121,1,Manufacturing
2025-04-04,6.0,423147,641.0,214060,136008,0.32,0.51,0.43,1,Manufacturing
2025-04-05,8.0,1223739,787.0,155670,174696,0.14,0.13,0.019,0,Other
2025-04-06,17.0,1785833,778.0,248209,74032,0.04,0.14,0.048,0,Retail
2025-04-07,3.0,793849,588.0,172420,294796,0.37,0.22,0.554,1,Retail
2025-04-08,8.0,546103,579.0,380612,118159,0.22,0.7,0.438,1,Retail
2025-04-09,5.0,128653,596.0,280399,27110,0.21,2.18,0.512,1,Other
2025-04-10,9.0,1821230,737.0,466637,166823,0.09,0.26,0.213,0,Other
2025-04-11,7.0,1720006,511.0,272217,82509,0.05,0.16,0.536,1,Manufacturing
2025-04-12,15.0,105079,520.0,131998,170588,1.62,1.26,1.0,1,Other
2025-04-13,19.0,1398460,571.0,103839,129242,0.09,0.07,0.166,0,Manufacturing
2025-04-14,12.0,504761,698.0,245615,274788,0.54,0.49,0.315,1,Manufacturing
2025-04-15,9.0,1623564,602.0,22024,51666,0.03,0.01,0.214,1,Manufacturing
2025-04-16,13.0,1410916,742.0,492490,171050,0.12,0.35,0.0,0,Retail
2025-04-17,9.0,1468755,632.0,408994,211577,0.14,0.28,0.28,1,Services
2025-04-18,2.0,59115,559.0,70382,248884,4.21,1.19,1.0,1,Manufacturing
2025-04-19,1.0,1514399,708.0,10161,25053,0.02,0.01,0.06,0,Services
2025-04-20,16.0,1568845,740.0,497024,176796,0.11,0.32,0.089,0,Retail
2025-04-21,14.0,480432,748.0,188101,91406,0.19,0.39,0.14,0,Other
2025-04-22,1.0,1504354,711.0,155954,125011,0.08,0.1,0.126,1,Services
2025-04-23,15.0,760546,763.0,353299,133107,0.18,0.46,0.123,0,Manufacturing
2025-04-24,18.0,1467787,539.0,266902,208188,0.14,0.18,0.381,1,Retail
2025-04-25,4.0,137033,544.0,398954,271518,1.98,2.91,1.0,1,Manufacturing
2025-04-26,17.0,332337,666.0,32055,195403,0.59,0.1,0.342,0,Retail
2025-04-27,8.0,1541223,823.0,471046,51807,0.03,0.31,0.172,0,Services
2025-04-28,12.0,233351,502.0,224614,225374,0.97,0.96,0.809,1,Retail
2025-04-29,9.0,1539079,653.0,32703,12344,0.01,0.02,0.368,1,Manufacturing
2025-04-30,16.0,1672747,679.0,262718,163930,0.1,0.16,0.041,0,Retail
2025-05-01,6.0,393342,789.0,45398,16291,0.04,0.12,0.009,0,Other
2025-05-02,19.0,404230,523.0,269918,71968,0.18,0.67,0.242,1,Services
2025-05-03,18.0,580380,697.0,462278,58617,0.1,0.8,0.326,1,Services
2025-05-04,9.0,611740,661.0,106442,175710,0.29,0.17,0.262,1,Services
2025-05-05,18.0,1026332,725.0,69433,44464,0.04,0.07,0.153,1,Other
2025-05-06,11.0,1364714,672.0,137095,98385,0.07,0.1,0.081,0,Other
2025-05-07,16.0,1242630,507.0,323568,17409,0.01,0.26,0.391,1,Other
2025-05-08,8.0,661428,772.0,455246,91176,0.14,0.69,0.252,0,Services
2025-05-09,7.0,1460141,631.0,452070,209954,0.14,0.31,0.101,0,Services
2025-05-10,16.0,256013,641.0,48775,267531,1.04,0.19,0.633,1,Other
2025-05-11,14.0,1808965,504.0,311073,287640,0.16,0.17,0.318,0,Retail
2025-05-12,4.0,1471346,741.0,137592,86611,0.06,0.09,0.053,0,Services
2025-05-13,12.0,1384259,613.0,317597,174462,0.13,0.23,0.195,1,Retail
2025-05-14,13.0,1479501,772.0,156254,80342,0.05,0.11,0.068,0,Services
2025-05-15,7.0,281836,652.0,150373,205413,0.73,0.53,0.513,1,Manufacturing
2025-05-16,13.0,1321355,803.0,166425,181769,0.14,0.13,0.202,1,Services
2025-05-17,2.0,1721142,807.0,278869,289142,0.17,0.16,0.041,0,Retail
2025-05-18,12.0,133735,698.0,93686,8632,0.06,0.7,0.353,1,Retail
2025-05-19,16.0,1205309,592.0,59238,66144,0.05,0.05,0.139,0,Services
2025-05-20,10.0,244130,501.0,291571,110775,0.45,1.19,0.612,1,Retail
2025-05-21,8.0,672308,844.0,47763,166837,0.25,0.07,0.105,0,Services
2025-05-22,1.0,326454,829.0,304485,214185,0.66,0.93,0.242,0,Manufacturing
2025-05-23,18.0,518455,700.0,319020,249260,0.48,0.62,0.246,1,Manufacturing
2025-05-24,11.0,919996,672.0,179743,265829,0.29,0.2,0.274,1,Services
2025-05-25,12.0,479417,712.0,254361,142894,0.3,0.53,0.515,1,Retail
2025-05-26,15.0,922705,768.0,34455,128188,0.14,0.04,0.021,0,Manufacturing
2025-05-27,1.0,272279,746.0,44119,21561,0.08,0.16,0.283,1,Manufacturing
2025-05-28,16.0,1344456,816.0,40889,235199,0.17,0.03,0.0,0,Retail
2025-05-29,15.0,1360408,752.0,457248,127827,0.09,0.34,0.15,1,Services
2025-05-30,8.0,263575,529.0,198202,262930,1.0,0.75,0.826,1,Other
2025-05-31,16.0,351797,715.0,279205,4655,0.01,0.79,0.219,0,Retail
2025-06-01,7.0,1163063,838.0,259056,189678,0.16,0.22,0.065,0,Manufacturing
2025-06-02,16.0,996323,766.0,402319,212627,0.21,0.4,0.189,0,Manufacturing
2025-06-03,6.0,552609,663.0,377188,140463,0.25,0.68,0.447,1,Other
2025-06-04,13.0,841170,588.0,398455,86494,0.1,0.47,0.252,1,Services
2025-06-05,11.0,1974107,841.0,169840,53638,0.03,0.09,0.053,0,Retail
2025-06-06,2.0,1036730,677.0,300933,124600,0.12,0.29,0.258,1,Other
2025-06-07,18.0,656587,637.0,71481,211626,0.32,0.11,0.259,1,Services
2025-06-08,1.0,151185,648.0,388563,270622,1.79,2.57,1.0,1,Other
2025-06-09,12.0,1072982,832.0,390107,218919,0.2,0.36,0.094,0,Manufacturing
2025-06-10,19.0,1768119,558.0,41600,196012,0.11,0.02,0.303,1,Retail
2025-06-11,4.0,250406,649.0,291318,121400,0.48,1.16,0.558,1,Services
2025-06-12,2.0,872601,827.0,351832,226012,0.26,0.4,0.118,0,Services
2025-06-13,2.0,1485962,764.0,32493,257795,0.17,0.02,0.249,0,Services
2025-06-14,16.0,896304,761.0,174832,127857,0.14,0.2,0.0,0,Services
